doc_id,nonzero_terms,max_tfidf,mean_tfidf
519,64,0.28113353966151333,0.0016317715408032463
520,73,0.5211708782938824,0.0019013422061117226
521,85,0.1349824694308888,0.0016475191297313139
522,62,0.46322875584022777,0.0018235812737915672
523,72,0.12489010574123788,0.001490450963426612
524,68,0.18356132958618962,0.0015066233618309254
525,66,0.4125178201940094,0.0017514613899283053
526,59,0.25388766333111806,0.0015045736558922478
527,88,0.19926683526974906,0.0015337582417548018
528,79,0.3510523534581889,0.0017082958617560106
529,88,0.24624257274074826,0.0017452920176765463
530,107,0.11956347043649004,0.0017079043311275708
531,102,0.1509948951826281,0.0015743349532075343
532,94,0.1537042314653704,0.0014447326711325846
533,88,0.24327391813782256,0.0017095175076600013
534,59,0.22780907434142159,0.0015457598888237252
535,69,0.5721122242915676,0.0016917522200091389
536,48,0.3298131374793715,0.0017007087787694133
537,93,0.11050848443532608,0.0014909379618157105
538,92,0.3105450817462007,0.001667727580200311
539,71,0.2837800945527705,0.001465938425335275
540,80,0.3410599126553309,0.0016319207859336075
541,86,0.1065050119675608,0.0016197675395431966
542,91,0.6760104149147069,0.0016213968225310088
543,58,0.34399088899422287,0.0017274726905297066
544,73,0.3820197434179453,0.0015054905404436342
545,77,0.2306539335864738,0.0015657593680417283
546,88,0.21483427056904822,0.001697757249462991
547,65,0.2506430723886717,0.001895612626563321
548,102,0.17073653158858396,0.0016618015283952766
549,115,0.12014923391096048,0.0015244062107720804
550,54,0.16146972148928004,0.0017608628671033958
551,92,0.23272392533256994,0.0014292149076936067
552,106,0.24670250849076342,0.0017089004002819928
553,72,0.41758176408915293,0.0018268453528381423
554,33,0.4308027742735963,0.0017182903541584347
555,118,0.30301147060497685,0.0016104019019152458
556,81,0.19928064041864618,0.0016213728504210557
557,90,0.17903719713825794,0.0014919248541011606
558,94,0.06816154800499713,0.0015358785504750538
559,107,0.15927576913422428,0.0016621971280297275
560,68,0.30538448585945077,0.0015178512774884111
561,86,0.21614170346537068,0.0016354235342184607
562,79,0.1563985509666334,0.0016013420862477335
563,71,0.2091628358410624,0.0013856994153463025
564,85,0.22499463965273184,0.0015879983913774074
565,77,0.26375272349444023,0.0015713076384911513
566,96,0.24111847761638752,0.0017538497624743513
567,66,0.23113085709780634,0.001475120944914648
568,73,0.20065322226275534,0.0015694794604735867
569,56,0.3095828037024342,0.001723315043869771
570,90,0.14961314034160966,0.0015030927797608817
571,74,0.10994441589077743,0.0015693368174578403
572,61,0.3231605754616493,0.0017156211518162487
573,81,0.3123624852758192,0.001477980391611959
574,94,0.15345465493763608,0.001613485140709379
575,48,0.4331834197391742,0.0017364270430161512
576,90,0.19656413100531783,0.0017426233336353737
577,73,0.44029953511034897,0.0016789513591018246
578,62,0.19984624421934644,0.0013921062264396768
579,85,0.19013120575531736,0.001321405352920325
580,101,0.11851340690656623,0.0016239777716117619
581,103,0.14002062872867696,0.0015459830777724047
582,18,0.4418082635694971,0.0014154610454634481
583,99,0.12909713430692832,0.0015189504168968625
584,72,0.13051272223951535,0.001524885934490057
585,74,0.22739267882568173,0.0017508068037610145
586,73,0.4939053023270172,0.0015133844386994546
587,70,0.2916654133460168,0.0015729448580304437
588,61,0.1727053416488356,0.0013203849312720631
589,80,0.2215441875757611,0.0016236442322803786
590,102,0.2436846383649674,0.0016694208617375203
591,93,0.35186881355953475,0.001759015958014395
592,92,0.2188237192828371,0.0016083065504512715
593,66,0.30455342314392375,0.0015697472787955297
594,88,0.11081606383805137,0.0018091022804032338
595,67,0.5342934983212468,0.0017107410017548413
596,41,0.3232906160863487,0.0016301837115137335
597,69,0.23275672003447265,0.0016886303624439453
598,71,0.1408995954654355,0.001385639233157955
599,73,0.18915598771224273,0.001425318389810768
600,83,0.18483628374482805,0.00165155058345012
601,76,0.27103810182140986,0.0017430795954235443
602,79,0.19653194193011314,0.001605411562748868
603,91,0.3696725674896561,0.0018885172295970737
604,77,0.41001582567097566,0.0014741687717919037
605,75,0.2887777370367762,0.001679577579239265
606,67,0.13153392661598423,0.001429791379634029
607,108,0.22724049567816912,0.0016548672264925643
608,85,0.37216292692437253,0.0016012378633779136
