doc_id,UMAP1,UMAP2,cluster_kmeans,cluster_hdbscan
70,-0.5063339820826214,4.0134160741879565,8,3
71,2.900332713989003,-4.151494957535066,4,3
72,3.559903884795888,6.7980556711270435,6,1
73,0.07732022788880652,-1.7714769617007156,2,3
74,-2.0402657738650007,-2.3825807348177808,5,3
75,3.64422204580663,6.668353103072844,6,1
76,1.4506852873837788,0.26465805617114113,1,3
77,2.943619991210683,-2.611684300033845,7,3
78,-1.01470414313914,-7.142660118667878,4,0
79,-0.3992334059202831,7.0497341379239185,8,3
80,3.1663804301297502,-1.125505425064363,7,3
81,4.099080348876699,-1.7357013002322097,7,3
82,-1.7383707514727276,4.157713435561858,8,3
83,-2.3135318509066267,-2.0390548482821362,5,3
84,-3.5813672295534773,-0.8449190631792922,3,3
85,-2.322319006057994,-2.0706832185671704,5,3
86,-2.1463682404482527,-2.1660909429476636,5,3
87,-2.296773170562999,-2.0646974817202466,5,3
88,1.294847632316335,-3.9148092046664136,4,3
89,-1.524118637176768,-4.574721314041414,5,3
90,3.025231862930043,-2.218572355835237,7,3
91,2.1664848574673967,-4.024713017074861,4,3
92,1.5603947886502583,-4.231931664078035,4,3
93,-2.5633885613405867,-2.0851342454836743,5,3
94,0.5671910294568379,-3.576454617111482,4,3
95,3.2452640780484514,-4.677801109878816,4,3
96,5.403185153869375,-1.920882917969026,7,0
97,-1.6682175150835674,4.095172904403411,8,3
98,3.9232833632504778,-2.2663740888522046,7,3
99,1.7324139126813252,-5.305786587326326,4,3
100,-0.0399677394652527,-5.012387253372468,4,3
101,-0.5685307136500042,6.049963496597014,8,3
102,3.1187083968198137,-6.059032894699373,4,3
103,3.0911875018155412,-4.991308666794099,4,3
104,0.9128740080869038,-5.970021225540437,4,3
105,0.8068314441716511,-6.242992855636873,4,3
106,-0.5561372092688244,3.338431857497893,1,3
107,2.81342485037206,-0.4453992620394607,7,3
108,0.17619689789174384,6.419805072219573,6,3
109,3.6310892352139787,0.05307819691439675,7,3
110,-1.2638149014437359,3.2967734560086353,8,3
111,2.499430204299672,-1.7631830945895095,7,3
112,1.0872774371182758,-4.182207085220613,4,3
113,2.111905837920888,3.6329081281735522,1,3
114,0.8851871737515766,0.6712814196660142,1,3
115,3.015714431670888,-0.819079495994844,7,3
116,-0.008098242315069976,-6.773744083969392,4,3
117,-0.21601851794363672,-4.143558003036775,4,3
118,-3.1333811036074324,-3.457835175125398,5,3
119,0.7199663766896565,5.796739123733245,6,3
120,-1.6598976603472393,-2.5595159307406323,5,3
121,0.7812974700009663,-2.3942284360812085,2,3
122,1.6401970633542378,-4.660246826736726,4,3
123,2.0203938731229143,-4.417890049545564,4,3
124,-0.16235199335457498,-5.646440483658113,4,3
125,1.9461298235928852,5.230739138992034,6,3
126,1.6530685671841938,-5.315788246719636,4,3
127,3.4696090468442278,-1.4873163476870437,7,3
128,1.210360909370168,-1.7323879972384353,2,3
129,5.386931682494863,-0.49861154708126976,7,2
130,-5.091659282776133,-1.9941282049105544,3,3
131,3.2486052760159807,-0.04713950309018089,7,3
132,2.8287296542203264,-0.7128387466357131,7,3
133,-3.754175876709239,-2.2968232408450024,5,3
134,-3.7400197735750838,-2.2477819696352856,3,3
135,2.5579636343991594,-0.8983483091280837,7,3
136,3.3673510798489885,0.31261857596179055,7,3
137,0.7680812129056294,0.7980599477603059,1,3
138,3.0493340739285784,-0.6411261335299392,7,3
139,0.20588167991994208,3.641109250457488,1,3
140,-3.1615860215151472,-1.3918092027590652,3,3
141,2.7349660643613176,1.549568854243956,1,3
142,1.277914310363515,0.5450386032178025,1,3
143,0.7414003857648213,0.1948096975400071,2,3
144,3.4518630751645403,6.860669635207854,6,1
145,2.78876926985143,-0.6334808841631789,7,3
146,5.308979774383291,-2.620832182495393,7,3
147,1.20122101393102,-1.6257140413210769,2,3
148,0.034458401170952974,-6.72679803523282,4,3
149,1.4502743729626972,-3.2470774427340405,4,3
150,1.434208894637807,-6.901617027847566,4,3
151,0.8672587522542317,1.1483905985667329,1,3
152,1.0427712449109394,-1.656074501602449,2,3
153,1.3537436970746357,0.47928061333437966,1,3
154,-0.7750730863535564,-6.2548851743624585,4,3
155,1.0196610936200459,0.04415269938250588,2,3
156,2.3606274374997454,0.28301598873873757,1,3
157,2.6024303683316545,-2.095887161819734,7,3
158,1.1545275696790058,-0.04906473311642601,2,3
159,-3.8202972165072127,-1.3338479772494216,3,3
160,1.5623220452344257,-1.0730020776675124,2,3
161,0.25930866089223215,3.884128116042815,1,3
162,-0.7820753208124798,-1.4899468198702712,2,3
163,1.9369213828122456,5.424976848037444,6,3
164,1.884603763488515,3.5023970827176196,1,3
165,2.3607621439969377,2.501819275291167,1,3
166,1.5881867655789692,5.761932872207366,6,3
167,2.7606594809567766,-2.565700508682527,7,3
168,2.7680964716946916,-0.6801429763720412,7,3
169,2.175454879668935,-4.105503536789216,4,3
170,0.27081888404248544,-3.517114140121736,4,3
171,0.7033975967442829,0.4226784333302598,1,3
